Latitude,Longitude,Time,Address,Name
37.9251245,-122.3168742,2019-01-22 18:08:49,"6400 Cutting Blvd ,El Cerrito, CA 94530 ,USA",El Cerrito del Norte Station
37.9184889,-122.3203843,2019-01-22 18:36:27,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9689812,-122.5147765,2019-01-23 09:13:29,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9799909,-122.5122844,2019-01-23 12:48:20,"50 Acacia Ave ,San Rafael, CA 94901 ,USA",Dominican University of California
37.9689812,-122.5147765,2019-01-23 13:35:11,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9184889,-122.3203843,2019-01-23 18:27:50,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9689812,-122.5147765,2019-01-24 09:19:21,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9694214,-122.5151062,2019-01-24 10:49:28,"250 3rd St, San Rafael, CA 94901, USA",
37.9689812,-122.5147765,2019-01-24 11:59:35,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.8551035,-122.2520854,2019-01-24 19:11:09,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.9184889,-122.3203843,2019-01-24 22:09:18,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9689812,-122.5147765,2019-01-25 10:27:12,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9723562,-122.5202351,2019-01-25 12:23:38,"534 4th St ,San Rafael, CA 94901 ,USA",Thai Smile
37.9689812,-122.5147765,2019-01-25 13:12:56,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9294788,-122.3387173,2019-01-25 18:18:22,"173 S 33rd St ,Richmond, CA 94804 ,USA",173 S 33rd St
37.9184889,-122.3203843,2019-01-25 18:31:58,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9294788,-122.3387173,2019-01-26 10:04:58,"173 S 33rd St ,Richmond, CA 94804 ,USA",173 S 33rd St
37.9083848,-122.3040007,2019-01-26 11:32:21,"6510 Stockton Ave ,El Cerrito, CA 94530 ,USA",El Cerrito Library - Contra Costa County Library
37.9184889,-122.3203843,2019-01-26 16:02:44,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.831505,-122.289279,2019-01-26 17:02:55,"4230 Hubbard St ,Emeryville, CA 94608 ,USA",Eastbay Badminton Association
37.9184889,-122.3203843,2019-01-26 20:28:47,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.8566908,-122.2531368,2019-01-27 14:21:35,"2966 College Ave ,Berkeley, CA 94705 ,USA",Rialto Cinemas Elmwood
37.8551035,-122.2520854,2019-01-27 16:39:16,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.8680468,-122.2581375,2019-01-27 18:21:17,"2519 Durant Ave ,Berkeley, CA 94704 ,USA",Gypsy's Trattoria Italiana
37.8718992,-122.2585399,2019-01-27 18:59:05,"Berkeley, CA ,USA","University of California, Berkeley"
37.9267023,-122.312634,2019-01-27 22:08:49,"6731 Glen Mawr Ave ,El Cerrito, CA 94530 ,USA",6731 Glen Mawr Ave
37.9184889,-122.3203843,2019-01-27 22:20:21,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9689812,-122.5147765,2019-01-28 09:09:10,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9689812,-122.5147765,2019-01-28 13:04:45,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9689812,-122.5147765,2019-01-28 17:42:49,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9184889,-122.3203843,2019-01-28 18:59:17,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9689812,-122.5147765,2019-01-29 09:39:33,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9184889,-122.3203843,2019-01-29 15:27:28,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.8982327,-122.3203925,2019-01-29 17:44:09,"4801 Central Ave ,Richmond, CA 94804 ,USA",Costco Wholesale
37.9159224,-122.3519726,2019-01-29 18:53:08,"1 Schooner Ct ,Richmond, CA 94804 ,USA",Cove at Marina Bay
37.9184889,-122.3203843,2019-01-29 19:19:35,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-01-30 08:13:17,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.7893387,-122.3924805,2019-01-30 17:58:12,"200 Folsom St ,San Francisco, CA 94105 ,USA",Temporary Transbay Terminal
37.9184889,-122.3203843,2019-01-30 19:03:04,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9184889,-122.3203843,2019-01-30 21:59:52,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-01-31 08:04:36,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.8551035,-122.2520854,2019-01-31 18:38:45,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.9184889,-122.3203843,2019-01-31 22:21:36,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-02-01 07:46:43,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.7754027,-122.4092892,2019-02-01 10:29:55,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.9184889,-122.3203843,2019-02-01 18:43:45,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.8551035,-122.2520854,2019-02-02 16:19:38,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.8551035,-122.2520854,2019-02-03 11:13:00,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.859275,-122.259049,2019-02-03 12:50:09,"2807 Telegraph Ave ,Berkeley, CA 94705 ,USA",Yoga Tree Telegraph
37.871926,-122.273313,2019-02-03 16:00:06,"1885 University Ave ,Berkeley, CA 94703 ,USA",Trader Joe's
37.873688,-122.281999,2019-02-03 16:39:22,"1731 Sacramento St ,Berkeley, CA 94702 ,USA",1731 Sacramento St
37.9184889,-122.3203843,2019-02-03 19:45:29,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-02-04 08:13:55,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.9184889,-122.3203843,2019-02-04 18:34:13,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-02-05 08:01:29,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.7916455,-122.393013,2019-02-05 17:29:08,"188 Spear St ,San Francisco, CA 94105 ,USA",San Francisco Casual Carpool Pickup
37.9184889,-122.3203843,2019-02-05 19:02:48,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-02-06 08:29:32,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.9184889,-122.3203843,2019-02-06 18:25:20,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9251245,-122.3168742,2019-02-07 07:23:59,"6400 Cutting Blvd ,El Cerrito, CA 94530 ,USA",El Cerrito del Norte Station
37.7754027,-122.4092892,2019-02-07 08:19:49,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
